Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite1,Chrome 76.0.3809.100,,,2019-08-13 20:19:59,2019-08-13 20:20:25,25.517s,INCOMPLETE
,,,,,,,
Test Cases/Day1/TestCase1,Chrome 76.0.3809.100,,,2019-08-13 20:20:00,2019-08-13 20:20:20,20.098s,FAILED
"openBrowser("""")",Chrome 76.0.3809.100,,,2019-08-13 20:20:00,2019-08-13 20:20:04,4.010s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 76.0.3809.100,,,2019-08-13 20:20:04,2019-08-13 20:20:05,0.591s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 76.0.3809.100,,,2019-08-13 20:20:05,2019-08-13 20:20:06,1.807s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 76.0.3809.100,,,2019-08-13 20:20:06,2019-08-13 20:20:07,0.386s,PASSED
"setEncryptedText(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 76.0.3809.100,,,2019-08-13 20:20:07,2019-08-13 20:20:07,0.415s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Chrome 76.0.3809.100,,,2019-08-13 20:20:07,2019-08-13 20:20:07,0.270s,PASSED
"selectOptionByValue(findTestObject(""Page_CURA Healthcare Service/input_Password_password""), ""Hongkong CURA Healthcare Center"", true)",Chrome 76.0.3809.100,,,2019-08-13 20:20:07,2019-08-13 20:20:20,12.280s,FAILED
,,,,,,,
Test Cases/Day1/Test_ManualMode,Chrome 76.0.3809.100,,,2019-08-13 20:20:20,2019-08-13 20:20:25,5.016s,PASSED
"openBrowser("""")",Chrome 76.0.3809.100,,,2019-08-13 20:20:20,2019-08-13 20:20:23,2.920s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 76.0.3809.100,,,2019-08-13 20:20:23,2019-08-13 20:20:23,0.497s,PASSED
"setText(findTestObject(""Objects_for_Test_ManualMode/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 76.0.3809.100,,,2019-08-13 20:20:23,2019-08-13 20:20:23,0.150s,PASSED
"setEncryptedText(findTestObject(""Objects_for_Test_ManualMode/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 76.0.3809.100,,,2019-08-13 20:20:23,2019-08-13 20:20:24,0.157s,PASSED
"click(findTestObject(""Objects_for_Test_ManualMode/Page_OrangeHRM/input_Password_Submit""))",Chrome 76.0.3809.100,,,2019-08-13 20:20:24,2019-08-13 20:20:24,0.510s,PASSED
closeBrowser(),Chrome 76.0.3809.100,,,2019-08-13 20:20:24,2019-08-13 20:20:25,0.637s,PASSED
